true_negative,false_positive,false_negative,true_positive,iou,dice,hd,hd95,filename
179904,1672,2032,78536,0.9549610894941635,0.9769617355824253,25.179357528686523,9.703994750976562,ISIC_0009931.png
104059,144,6309,151632,0.9591801878736123,0.9791648504925464,17.0,8.9442720413208,ISIC_0000111.png
214597,426,5723,41398,0.8706753317769785,0.9308673899600877,26.925823211669922,21.02379608154297,ISIC_0011204.png
246869,4,2715,12556,0.8219967266775777,0.9023031870935287,16.401220321655273,10.770329475402832,ISIC_0009885.png
225444,1444,1020,34236,0.9328610354223433,0.9652644637419646,12.0,7.071067810058594,ISIC_0011321.png
110828,864,21780,128672,0.8503529038568294,0.9191251053616584,100.6578369140625,58.224544525146484,ISIC_0000433.png
169813,41,13019,79271,0.8585523821901636,0.9238936609130429,42.01190185546875,31.11590576171875,ISIC_0010326.png
226045,2616,99,33384,0.9247901603922546,0.9609256940546609,14.866068840026855,7.6157732009887695,ISIC_0000069.png
214502,26,4698,42918,0.9008437932916334,0.9478356890459364,19.0,12.83529281616211,ISIC_0009881.png
219015,8142,201,34786,0.8065570729671451,0.8929217737277803,39.20458984375,25.0,ISIC_0000306.png
130849,0,16895,114400,0.8713203092273125,0.9312358818860783,26.4007568359375,20.615528106689453,ISIC_0000066.png
226600,106,4584,30854,0.8680508665316228,0.9293653423295882,18.027755737304688,15.0,ISIC_0009874.png
235935,2501,337,23371,0.891716585905605,0.9427591770875353,18.027755737304688,11.33572006225586,ISIC_0010584.png
176262,171,5018,80693,0.9395798886844741,0.9688488668767822,14.866068840026855,10.057291030883789,ISIC_0010597.png
77753,4705,10935,168751,0.9151802419857802,0.955711866614563,62.2414665222168,46.529022216796875,ISIC_0010448.png
235577,397,2599,23571,0.8872285165807204,0.9402449240097331,23.25940704345703,15.81138801574707,ISIC_0011098.png
215425,0,11903,34816,0.7452214302532161,0.8540136137854909,43.8292121887207,34.456478118896484,ISIC_0011132.png
185246,3037,930,72931,0.9484121823714531,0.9735231497240188,10.816654205322266,7.071067810058594,ISIC_0000287.png
209760,17925,0,34459,0.6578153634697618,0.7935930357081169,44.283180236816406,36.87885665893555,ISIC_0010582.png
57900,8287,916,195041,0.9549411488219972,0.9769513004495536,40.607879638671875,22.803508758544922,ISIC_0000311.png
236707,320,1197,23920,0.940362464127059,0.9692647446157586,8.485280990600586,5.0,ISIC_0000253.png
230321,17,3439,28367,0.8913993023913521,0.942581824223293,15.0,11.0,ISIC_0000072.png
226802,50,2334,32958,0.9325448474902382,0.965095168374817,19.0,8.596494674682617,ISIC_0010018.png
138049,0,25007,99088,0.7984850316289939,0.8879529354834373,48.093658447265625,36.359317779541016,ISIC_0000226.png
82607,9447,897,169193,0.9423851350975008,0.9703380839044533,24.083189010620117,16.0,ISIC_0000302.png
246696,0,3240,12208,0.7902641118591404,0.8828463986115128,18.0,13.0,ISIC_0009078.png
184623,9,8641,68871,0.8884173320777595,0.940912071697907,25.0,14.764822959899902,ISIC_0010047.png
248084,1265,60,12735,0.9057610241820768,0.9505504758350438,9.219544410705566,6.0,ISIC_0000012.png
166508,273,5796,89567,0.9365406332343469,0.9672305524208571,22.0,14.142135620117188,ISIC_0000525.png
112794,8538,1574,139238,0.932293270840308,0.9649604280150249,69.00724792480469,24.153644561767578,ISIC_0009992.png
238900,57,2284,20903,0.8992858372053003,0.9469726142206718,12.083045959472656,8.602325439453125,ISIC_0000071.png
246262,2454,26,13402,0.8438483818158922,0.9153121158311706,34.01470184326172,12.759254455566406,ISIC_0010207.png
195921,323,13311,52589,0.7941198677196745,0.8852472814193852,45.80392837524414,38.99229431152344,ISIC_0010055.png
197143,21,5033,59947,0.9222473500407686,0.9595511732880878,16.401220321655273,9.0,ISIC_0009882.png
76213,374,48843,136714,0.7352942758335081,0.8474577321824296,108.90821838378906,77.06912231445312,ISIC_0010257.png
197038,20,11970,53116,0.8158387859797868,0.8985806364297677,32.202484130859375,24.59674835205078,ISIC_0009998.png
226625,106,3183,32230,0.9074016723443791,0.9514531579801916,14.21267032623291,8.9442720413208,ISIC_0008600.png
121322,8420,182,132220,0.9389157944071239,0.968495689307872,33.12099075317383,14.866068840026855,ISIC_0000540.png
249572,47,1948,10577,0.8413140311804009,0.9138191714544904,15.620499610900879,12.727922439575195,ISIC_0003559.png
44211,13403,1149,203381,0.9332271845016588,0.9654604404316021,101.0,64.33047485351562,ISIC_0011112.png
183339,4916,1077,72812,0.9239515259184062,0.960472770203869,19.235383987426758,11.045360565185547,ISIC_0009993.png
157610,118,37334,67082,0.641724223697553,0.781768599664367,127.41271209716797,115.0,ISIC_0000099.png
146674,5117,18862,91491,0.7923356716030138,0.8841375911403597,56.080299377441406,43.57808303833008,ISIC_0000328.png
243904,6351,32,11857,0.6500548245614035,0.7879190617005017,79.71198272705078,54.444793701171875,ISIC_0001960.png
197476,733,12716,51219,0.7920300612358508,0.8839472934841699,63.60031509399414,53.037723541259766,ISIC_0010347.png
227131,0,12325,22688,0.6479878902122069,0.7863988492400479,41.1096076965332,37.36308288574219,ISIC_0009982.png
166384,1366,5168,89226,0.9317669172932331,0.9646784080957478,20.02498435974121,12.727922439575195,ISIC_0000320.png
103308,1,33652,125183,0.7881273766652396,0.8815114481777627,65.79513549804688,56.859474182128906,ISIC_0011107.png
253876,543,76,7649,0.9251330430575714,0.9611107620782811,7.0,4.0,ISIC_0011083.png
227689,1489,535,32431,0.9412567116528806,0.9697395568579373,9.219544410705566,6.324555397033691,ISIC_0010077.png
244150,1822,186,15986,0.8884072468600644,0.9409064155385521,19.0,7.0,ISIC_0001299.png
181299,7446,1949,71450,0.8837899684581607,0.9383105157753046,39.408119201660156,22.0,ISIC_0000169.png
228180,0,11324,22640,0.6665881521611118,0.799943466892799,58.872745513916016,52.5927619934082,ISIC_0009954.png
225788,488,3876,31992,0.8799647926064473,0.9361502896939193,16.278820037841797,12.559751510620117,ISIC_0009201.png
252129,12,1967,8036,0.8023964053919121,0.8903661846989086,17.029386520385742,13.928388595581055,ISIC_0008406.png
107854,54840,706,98744,0.6399896299176875,0.7804800935842614,123.0,78.51241302490234,ISIC_0000537.png
199323,518,11813,50490,0.8037121344773245,0.8911756140180565,42.0,32.16828918457031,ISIC_0011089.png
206488,0,10824,44832,0.8055196205260888,0.8922856460472892,27.892650604248047,23.706539154052734,ISIC_0010215.png
236057,425,1847,23815,0.9129068118219803,0.954470762694882,11.661903381347656,7.6157732009887695,ISIC_0009926.png
247747,2,2061,12334,0.8567062582482462,0.9228236878530545,8.062257766723633,6.0,ISIC_0007693.png
160792,996,11112,89244,0.8805351645749467,0.9364729585090977,29.0,21.474401473999023,ISIC_0011310.png
179273,3318,1111,78442,0.9465554898577306,0.9725440603051211,17.0,8.0,ISIC_0011333.png
190134,24,11146,60840,0.8448826551867796,0.9159202107640195,29.0,23.409399032592773,ISIC_0009946.png
215427,946,1277,44494,0.9524156088789948,0.9756279396125467,10.049875259399414,6.0,ISIC_0000023.png
139581,323,19043,103197,0.8419914656136028,0.9142186392629341,36.12478256225586,29.4108829498291,ISIC_0010020.png
244644,476,1500,15524,0.8870857142857143,0.9401647286821705,12.083045959472656,9.848857879638672,ISIC_0007322.png
229215,1010,993,30926,0.9391721582799356,0.96863205700415,12.529964447021484,8.0,ISIC_0000177.png
252904,9,2232,6999,0.7574675324675325,0.8619988915573619,13.416407585144043,11.313708305358887,ISIC_0006711.png
255466,893,22,5763,0.8629829290206649,0.9264528574873403,8.602325439453125,6.0,ISIC_0000098.png
60553,573,32407,168611,0.8364014266509914,0.9109135012776808,105.0,73.68547821044922,ISIC_0000289.png
239780,77,2060,20227,0.9044446431765337,0.9498250804160503,12.041594505310059,8.0,ISIC_0010061.png
216078,3344,1970,40752,0.884643771979334,0.9387914948512981,20.2237491607666,16.401220321655273,ISIC_0011344.png
137744,123699,0,701,0.005635048231511254,0.011206944788610803,287.57086181640625,267.0183410644531,ISIC_0011152.png
97967,11114,929,152134,0.926646241556369,0.9619267113695066,72.06246948242188,20.337007522583008,ISIC_0000188.png
244543,106,1329,16166,0.9184705414465087,0.9575028874344774,15.0,7.865530014038086,ISIC_0010088.png
209507,1747,5149,45741,0.8689894940821096,0.9299030270995547,27.0,18.0,ISIC_0000448.png
66703,8171,529,186741,0.9554852871198981,0.9772359765766049,19.0,12.041594505310059,ISIC_0000233.png
121170,5366,10526,125082,0.8872699930483635,0.9402682142105422,49.497474670410156,32.015621185302734,ISIC_0000149.png
18390,396,60186,183172,0.751462540101906,0.8580971878030385,93.34880828857422,65.0,ISIC_0010604.png
192720,70,9872,59482,0.856793039870938,0.9228740322405474,25.942243576049805,20.270586013793945,ISIC_0010498.png
211584,8202,0,42358,0.8377768987341773,0.9117286209345875,18.11077117919922,14.317821502685547,ISIC_0000115.png
249177,377,599,11991,0.924732012030539,0.9608943024280792,10.0,5.22778844833374,ISIC_0011213.png
226150,10,8394,27590,0.7665166416624993,0.867828384499245,23.0,19.0,ISIC_0010574.png
194204,608,17988,49344,0.7262879010891964,0.8414446983390744,40.31128692626953,35.35533905029297,ISIC_0001103.png
165884,2588,1732,91940,0.955121545813422,0.9770456960680127,23.706539154052734,10.0,ISIC_0010034.png
124218,25418,358,112150,0.8131171787770254,0.8969273340904365,54.08327102661133,41.355159759521484,ISIC_0000484.png
200368,15010,0,46766,0.757025382025382,0.8617125168137679,41.146080017089844,26.925823211669922,ISIC_0011392.png
170240,3268,4944,83692,0.9106458913649025,0.9532335588509989,20.51828384399414,15.033296585083008,ISIC_0011080.png
182005,2449,4859,72831,0.9088084453262456,0.9522259266522848,40.16217041015625,18.0,ISIC_0000490.png
221852,15,2724,37553,0.9320212449121413,0.964814695869998,8.9442720413208,6.082762718200684,ISIC_0000340.png
133750,5925,1642,120827,0.9410642241849307,0.9696373901075752,33.13608169555664,16.76305389404297,ISIC_0001142.png
173303,0,17737,71104,0.8003511892031833,0.8891056300603333,45.0,33.734256744384766,ISIC_0009902.png
191866,86,7094,63098,0.8978343151484106,0.9461672264875239,20.248456954956055,17.0,ISIC_0000126.png
7731,4996,1229,248188,0.9755319107121099,0.9876144297365107,192.0,137.699951171875,ISIC_0009988.png
183015,3987,1001,74141,0.9369636921988146,0.967456123181314,21.0,11.401754379272461,ISIC_0000378.png
235298,357,1742,24747,0.9218133055203754,0.9593161863043436,15.29705810546875,7.6157732009887695,ISIC_0009889.png
118220,2781,17540,123603,0.8588074261415747,0.9240413117180696,40.49691390991211,28.07133674621582,ISIC_0000393.png
102114,1648,5630,152752,0.9545210273073799,0.9767313975868177,67.0,17.0,ISIC_0009928.png
174600,1573,3592,82379,0.9410010965914283,0.9696038794042007,17.0,9.848857879638672,ISIC_0010494.png
158360,4698,1144,97942,0.9437100131041394,0.9710399254434232,21.095022201538086,11.0,ISIC_0011177.png
214108,1905,532,45599,0.9492672162544759,0.9739734073797192,10.816654205322266,6.0,ISIC_0010368.png
200289,31,10991,50833,0.821809069598254,0.9021901178475081,54.20331954956055,34.865440368652344,ISIC_0000015.png
169678,62,15890,76514,0.8274825341206498,0.9055982956562907,31.38471031188965,24.732559204101562,ISIC_0010238.png
192092,14,4324,65714,0.9380745731742134,0.9680479648807507,12.806248664855957,8.0,ISIC_0009956.png
245462,710,106,15866,0.9510850017983455,0.9749293351357994,5.0,3.1622776985168457,ISIC_0010598.png
179772,7633,68,74671,0.9065094935172145,0.9509624752456334,21.40093421936035,14.0,ISIC_0000197.png
204685,8258,3,49198,0.8562279190379227,0.9225461057408327,31.78049659729004,19.0,ISIC_0000508.png
179892,636,1852,79764,0.9697514954043671,0.98464349200079,11.661903381347656,5.0,ISIC_0000231.png
124191,5042,5937,126974,0.9204149239233652,0.9585583953315442,27.80287742614746,18.0,ISIC_0000053.png
176926,12843,130,72245,0.8477669037057899,0.9176123914824434,24.83948516845703,21.0,ISIC_0000014.png
233656,2659,296,25533,0.8962721145745577,0.9452990503693008,13.45362377166748,9.0,ISIC_0008626.png
208167,125,6329,47523,0.8804305537543768,0.9364137931034483,20.248456954956055,13.892443656921387,ISIC_0010103.png
101359,12658,1585,146542,0.9114158659078894,0.9536552271684557,32.24903106689453,19.772415161132812,ISIC_0000279.png
257439,1660,1,3044,0.646971307120085,0.7856497612595174,15.81138801574707,13.275606155395508,ISIC_0011143.png
247026,0,4062,11056,0.7313136658288133,0.8448078245587224,22.135944366455078,17.464248657226562,ISIC_0010183.png
207954,0,7966,46224,0.8529987082487543,0.9206684326886689,20.248456954956055,15.0,ISIC_0010192.png
129371,1689,6437,124647,0.9387977977450235,0.9684329111957113,18.0,14.343917846679688,ISIC_0009948.png
180885,3922,571,76766,0.9447076631511586,0.9715677899066604,17.20465087890625,9.219544410705566,ISIC_0000509.png
117146,4677,3142,137179,0.9460751182774935,0.9722904418148892,19.416488647460938,13.45362377166748,ISIC_0009918.png
213313,597,2063,46171,0.9455264074051319,0.9720005894612745,19.209373474121094,9.219544410705566,ISIC_0009891.png
186747,807,9157,65433,0.8678462007772193,0.9292480295391606,32.893768310546875,23.6133975982666,ISIC_0010336.png
243436,26,3636,15046,0.8042548642292068,0.8915091544705812,13.601470947265625,11.313708305358887,ISIC_0009298.png
188462,6629,706,66347,0.9004505849461198,0.9476179934156496,27.312999725341797,16.0,ISIC_0010856.png
187736,1992,3624,68792,0.9245242447048705,0.960782122905028,29.154760360717773,13.364090919494629,ISIC_0011176.png
255994,60,390,5700,0.926829268292683,0.9620253164556962,4.0,3.0,ISIC_0009930.png
253674,342,294,7834,0.9249114521841795,0.96099116781158,7.280109882354736,4.0,ISIC_0001186.png
209357,6887,3,45897,0.8694754390285487,0.9301811843865266,26.0,15.620499610900879,ISIC_0011359.png
48993,7321,16351,189479,0.8889425806118667,0.9412065668231379,77.0,40.80869674682617,ISIC_0011167.png
250224,144,1344,10432,0.8751677852348994,0.933428775948461,15.524174690246582,10.0,ISIC_0001484.png
230324,242,2636,28942,0.9095537397862979,0.9526348704782595,12.369317054748535,9.05538558959961,ISIC_0011150.png
23811,1708,7597,229028,0.9609579873538284,0.9800903370199909,193.0,115.0,ISIC_0011151.png
172141,2795,355,86853,0.9650011666277791,0.9821888994436151,12.649110794067383,7.0,ISIC_0000003.png
130314,21666,6,110158,0.8356064628688462,0.9104418400912442,41.400482177734375,29.73213768005371,ISIC_0010863.png
235632,607,400,25505,0.9620171997585999,0.9806409443066689,5.656854152679443,3.1622776985168457,ISIC_0011219.png
180994,7413,1310,72427,0.8925077017868145,0.9432011303775956,26.62705421447754,19.84943389892578,ISIC_0009879.png
143019,420,11669,107036,0.8985183630640083,0.9465469289576894,27.166154861450195,21.21320343017578,ISIC_0010596.png
231773,187,2675,27509,0.9057653682789503,0.9505528680027644,27.80287742614746,10.007482528686523,ISIC_0011292.png
230838,5199,506,25601,0.817766562320322,0.8997487128121321,31.62277603149414,25.0,ISIC_0001204.png
196027,2148,3653,60316,0.9122615968661615,0.9541179913471958,21.63330841064453,14.0,ISIC_0010556.png
256497,295,319,5033,0.8912697007260493,0.9425093632958802,7.0,5.0,ISIC_0010592.png
230412,0,9108,22624,0.7129711332408925,0.8324380013246008,29.017236709594727,25.179357528686523,ISIC_0010854.png
193898,2301,1270,64675,0.9476745889869004,0.9731344181882472,19.0,9.0,ISIC_0011319.png
87440,81228,0,93476,0.5350535763348292,0.6971138787381609,137.44090270996094,105.31855773925781,ISIC_0000547.png
198385,0,15231,48528,0.7611160777302028,0.8643565150017366,37.44329071044922,25.70992088317871,ISIC_0011224.png
58669,1199,3763,198513,0.9756137117582012,0.9876563479506851,223.0,158.349853515625,ISIC_0010369.png
165925,3168,1259,91792,0.9539903761211403,0.9764535053800044,18.027755737304688,8.0,ISIC_0010377.png
222413,1479,2035,36217,0.9115552087790391,0.9537315005003424,12.649110794067383,9.486832618713379,ISIC_0001100.png
222783,638,2369,36354,0.9236045832168898,0.9602852803275441,12.083045959472656,7.6157732009887695,ISIC_0010180.png
161475,1813,2381,96475,0.9583387140033178,0.9787262102828389,9.848857879638672,6.324555397033691,ISIC_0000213.png
195180,8232,644,58088,0.8674511677916492,0.9290215270447494,33.13608169555664,22.135944366455078,ISIC_0000164.png
212526,96,3954,45568,0.9183763956628643,0.9574517260941735,21.540658950805664,12.0,ISIC_0010028.png
242277,579,251,19037,0.9582221774802436,0.9786654328603742,5.0,3.0,ISIC_0011298.png
254263,36,1305,6540,0.8298439284354777,0.907010609527772,12.041594505310059,9.219544410705566,ISIC_0001190.png
243391,271,3009,15473,0.8250946515224231,0.9041664231870508,15.524174690246582,12.0,ISIC_0002246.png
222989,38,3251,35866,0.9160005107904482,0.956158942162861,12.806248664855957,8.9442720413208,ISIC_0010587.png
147566,19991,18,94569,0.8253678716682086,0.9043304470061727,37.161808013916016,26.925823211669922,ISIC_0008998.png
203114,1034,1846,56150,0.9512112485177029,0.9749956589685709,13.152946472167969,6.324555397033691,ISIC_0010058.png
223918,7139,162,30925,0.809004342594046,0.8944194588653815,26.570659637451172,19.110185623168945,ISIC_0010483.png
65741,4694,2435,189274,0.9637021837751969,0.9815156205840638,57.0,13.0,ISIC_0010331.png
127371,1207,4693,128873,0.9562226855527443,0.9776215076276522,14.317821502685547,8.602325439453125,ISIC_0010201.png
188187,165,3013,70779,0.9570290844680017,0.9780427813398187,16.76305389404297,7.8102498054504395,ISIC_0000325.png
177334,42477,10,42323,0.49903313288527296,0.6658066748995147,124.90796661376953,102.5938491821289,ISIC_0011338.png
217796,0,9052,35296,0.7958870749526472,0.8863442318316509,23.34523582458496,19.84943389892578,ISIC_0009927.png
172384,2133,880,86747,0.9664327094474153,0.982929855473154,10.0,6.324555397033691,ISIC_0000064.png
211409,675,2415,47645,0.9390952991031832,0.9685911770685098,10.440306663513184,7.071067810058594,ISIC_0000254.png
183359,1456,721,76608,0.9723678365171035,0.9859903599261228,9.219544410705566,4.0,ISIC_0010340.png
204284,12674,4,45182,0.7808848945731075,0.8769627918712758,36.24913787841797,26.925823211669922,ISIC_0011294.png
244291,747,957,16149,0.9045538564947068,0.9498853008646551,12.206555366516113,7.071067810058594,ISIC_0010059.png
238737,667,527,22213,0.9489896184901953,0.9738272687417799,6.4031243324279785,4.4721360206604,ISIC_0000092.png
151964,13683,52,96445,0.8753403521510256,0.9335269207501512,44.9110221862793,26.909090042114258,ISIC_0000550.png
129064,15928,5928,111224,0.8357679591223325,0.9105376907459558,67.0,55.0,ISIC_0010100.png
67848,3039,1672,189585,0.975753489521143,0.9877279677816824,13.0,7.0,ISIC_0000310.png
72214,905,15034,173991,0.9160796082767335,0.9562020328587798,37.735923767089844,21.260292053222656,ISIC_0000230.png
216810,632,2566,42136,0.9294569197511802,0.9634388933348577,14.142135620117188,8.508764266967773,ISIC_0000470.png
130775,3086,4233,124050,0.9442867038646865,0.9713451231114365,19.235383987426758,11.704699516296387,ISIC_0010460.png
176132,2255,1756,82001,0.9533669720504115,0.9761268473272902,18.601076126098633,8.0,ISIC_0009901.png
211865,4480,935,44864,0.8923009606396308,0.9430856710425359,21.540658950805664,15.0,ISIC_0000377.png
227287,19,3289,31549,0.9050979717129988,0.9501852242267265,14.422204971313477,10.440306663513184,ISIC_0011110.png
177056,14986,0,70102,0.82387645731478,0.9034344996455957,33.13608169555664,22.803508758544922,ISIC_0010452.png
211915,1,10357,39871,0.7937844671404966,0.88503884572697,25.806976318359375,20.124610900878906,ISIC_0010013.png
194861,5600,1763,59920,0.8905667107590327,0.9421161450594718,26.0,15.0,ISIC_0010565.png
214145,728,4511,42760,0.8908518927477656,0.9422756971760377,22.135944366455078,20.0,ISIC_0000113.png
171924,5704,3180,81336,0.9015295943249834,0.9482151600643521,49.648765563964844,20.248456954956055,ISIC_0000343.png
210528,8520,256,42840,0.8299752014879107,0.907089014991107,33.12099075317383,23.0,ISIC_0000040.png
62058,11172,5110,183804,0.9186249912537608,0.9575868087212482,79.0,37.013511657714844,ISIC_0000299.png
181100,1157,12372,67515,0.8330659888455654,0.9089318048721383,31.14482307434082,24.83948516845703,ISIC_0010360.png
170787,16008,45,75304,0.8242827588471601,0.9036787250766526,41.0,28.287799835205078,ISIC_0009923.png
126057,1517,4743,129827,0.9540000146964809,0.9764585542694254,10.630146026611328,8.0,ISIC_0000136.png
111665,874,13039,136566,0.9075419161477681,0.951530247870543,31.827661514282227,18.027755737304688,ISIC_0010231.png
